No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
42191,2014,10,24,22,383,10,11,1011,NE,0.89,0,0
42192,2014,10,24,23,363,10,11,1011,cv,0.45,0,0
42193,2014,10,25,0,381,10,11,1012,cv,0.9,0,0
42194,2014,10,25,1,352,10,10,1012,NW,1.79,0,0
42195,2014,10,25,2,319,9,10,1012,NW,3.58,0,0
42196,2014,10,25,3,310,10,10,1011,NE,0.89,0,0
42197,2014,10,25,4,331,9,9,1011,NW,1.79,0,0
42198,2014,10,25,5,332,8,8,1011,NW,3.58,0,0
42199,2014,10,25,6,315,8,9,1011,NW,5.37,0,0
42200,2014,10,25,7,312,10,10,1011,NW,7.16,0,0
42201,2014,10,25,8,310,11,12,1012,NW,10.29,0,0
42202,2014,10,25,9,324,11,13,1012,NW,12.08,0,0
42203,2014,10,25,10,330,12,14,1012,NW,13.87,0,0
42204,2014,10,25,11,324,13,16,1012,cv,0.89,0,0
42205,2014,10,25,12,331,12,17,1011,cv,1.78,0,0
42206,2014,10,25,13,346,13,18,1011,SE,1.79,0,0
42207,2014,10,25,14,352,13,19,1010,SE,3.58,0,0
42208,2014,10,25,15,376,13,19,1010,SE,5.37,0,0
42209,2014,10,25,16,402,13,19,1010,SE,7.16,0,0
42210,2014,10,25,17,423,13,17,1010,SE,8.05,0,0
42211,2014,10,25,18,440,13,15,1011,cv,0.89,0,0
42212,2014,10,25,19,449,12,13,1011,SE,0.89,0,0
42213,2014,10,25,20,472,14,15,1012,SE,2.68,0,0
42214,2014,10,25,21,453,12,13,1012,cv,0.89,0,0
42215,2014,10,25,22,413,12,12,1013,cv,1.78,0,0
42216,2014,10,25,23,396,13,13,1014,cv,2.67,0,0
42217,2014,10,26,0,395,13,13,1014,NW,1.79,0,0
42218,2014,10,26,1,379,13,13,1015,NW,3.58,0,0
42219,2014,10,26,2,341,12,12,1016,NW,6.71,0,0
42220,2014,10,26,3,312,10,10,1016,NW,10.73,0,0
42221,2014,10,26,4,257,9,11,1017,NE,1.79,0,0
42222,2014,10,26,5,183,3,14,1019,NW,4.02,0,0
42223,2014,10,26,6,39,0,14,1020,NW,9.83,0,0
42224,2014,10,26,7,16,-2,14,1022,NE,7.15,0,0
42225,2014,10,26,8,14,-4,14,1025,NE,12.96,0,0
42226,2014,10,26,9,16,-4,14,1026,NE,20.11,0,0
42227,2014,10,26,10,10,-8,15,1027,NE,28.16,0,0
42228,2014,10,26,11,10,-9,16,1027,NE,35.31,0,0
42229,2014,10,26,12,9,-12,16,1027,NE,43.36,0,0
42230,2014,10,26,13,7,-11,16,1026,NE,49.17,0,0
42231,2014,10,26,14,9,-13,17,1026,NE,54.09,0,0
42232,2014,10,26,15,9,-11,18,1026,NE,58.11,0,0
42233,2014,10,26,16,10,-14,17,1026,NE,62.13,0,0
42234,2014,10,26,17,8,-12,16,1026,NE,65.26,0,0
42235,2014,10,26,18,9,-12,14,1027,NE,68.39,0,0
42236,2014,10,26,19,17,-13,14,1027,NE,72.41,0,0
42237,2014,10,26,20,15,-13,13,1028,NW,4.92,0,0
42238,2014,10,26,21,15,-13,12,1029,NE,4.02,0,0
42239,2014,10,26,22,12,-12,9,1030,NE,7.15,0,0
42240,2014,10,26,23,9,-13,10,1031,NE,11.17,0,0
42241,2014,10,27,0,10,-14,11,1031,NE,15.19,0,0
42242,2014,10,27,1,9,-15,10,1032,NE,19.21,0,0
42243,2014,10,27,2,12,-13,9,1032,NE,22.34,0,0
42244,2014,10,27,3,9,-13,9,1032,NE,25.47,0,0
42245,2014,10,27,4,13,-11,8,1032,NE,27.26,0,0
42246,2014,10,27,5,14,-9,6,1032,cv,0.89,0,0
42247,2014,10,27,6,12,-5,3,1033,cv,1.34,0,0
42248,2014,10,27,7,24,-5,3,1033,cv,2.23,0,0
42249,2014,10,27,8,23,-7,8,1034,cv,3.12,0,0
42250,2014,10,27,9,31,-10,10,1034,cv,4.01,0,0
42251,2014,10,27,10,57,-9,11,1034,cv,5.8,0,0
42252,2014,10,27,11,43,-11,13,1034,cv,7.59,0,0
42253,2014,10,27,12,35,-9,13,1033,SE,3.13,0,0
42254,2014,10,27,13,31,-10,14,1032,SE,7.15,0,0
42255,2014,10,27,14,30,-9,14,1031,SE,10.28,0,0
42256,2014,10,27,15,25,-7,15,1030,SE,14.3,0,0
42257,2014,10,27,16,33,-5,14,1030,SE,17.43,0,0
42258,2014,10,27,17,39,-6,13,1029,SE,20.56,0,0
42259,2014,10,27,18,40,-6,11,1030,SE,23.69,0,0
42260,2014,10,27,19,60,-6,11,1030,SE,27.71,0,0
42261,2014,10,27,20,68,-4,10,1030,SE,30.84,0,0
42262,2014,10,27,21,57,-2,9,1030,SE,33.97,0,0
42263,2014,10,27,22,51,0,8,1030,SE,35.76,0,0
42264,2014,10,27,23,26,1,5,1030,NE,0.89,0,0
42265,2014,10,28,0,50,1,5,1030,SE,1.79,0,0
42266,2014,10,28,1,42,0,5,1030,cv,0.89,0,0
42267,2014,10,28,2,43,1,5,1029,NE,0.89,0,0
42268,2014,10,28,3,74,1,5,1029,cv,0.89,0,0
42269,2014,10,28,4,87,0,4,1029,SE,0.89,0,0
42270,2014,10,28,5,78,0,3,1029,SE,1.78,0,0
42271,2014,10,28,6,77,1,3,1029,NE,0.89,0,0
42272,2014,10,28,7,91,1,3,1029,NE,1.78,0,0
42273,2014,10,28,8,99,3,6,1029,NE,2.67,0,0
42274,2014,10,28,9,92,1,8,1029,cv,0.89,0,0
42275,2014,10,28,10,83,2,10,1029,cv,1.78,0,0
42276,2014,10,28,11,94,3,11,1028,cv,2.67,0,0
42277,2014,10,28,12,90,3,13,1027,cv,4.46,0,0
42278,2014,10,28,13,68,3,14,1026,cv,6.25,0,0
42279,2014,10,28,14,60,2,14,1025,SE,3.13,0,0
42280,2014,10,28,15,53,2,14,1025,cv,3.13,0,0
42281,2014,10,28,16,51,2,14,1025,SE,1.79,0,0
42282,2014,10,28,17,52,2,14,1024,SE,4.92,0,0
42283,2014,10,28,18,51,2,13,1025,SE,8.05,0,0
42284,2014,10,28,19,47,2,14,1025,SE,11.18,0,0
42285,2014,10,28,20,47,3,12,1025,cv,0.89,0,0
42286,2014,10,28,21,59,5,10,1025,SE,0.89,0,0
42287,2014,10,28,22,59,5,10,1025,SE,1.78,0,0
42288,2014,10,28,23,74,6,9,1025,SE,2.67,0,0
42289,2014,10,29,0,93,5,8,1025,NE,0.89,0,0
42290,2014,10,29,1,101,5,8,1025,cv,0.89,0,0
42291,2014,10,29,2,111,6,7,1025,cv,1.34,0,0
42292,2014,10,29,3,139,5,7,1024,cv,2.23,0,0
42293,2014,10,29,4,129,5,6,1024,NW,0.89,0,0
42294,2014,10,29,5,127,4,5,1024,NW,1.78,0,0
42295,2014,10,29,6,114,5,6,1024,NW,3.57,0,0
42296,2014,10,29,7,98,4,6,1025,NW,5.36,0,0
42297,2014,10,29,8,102,5,8,1025,NW,7.15,0,0
42298,2014,10,29,9,106,6,10,1025,NW,8.94,0,0
42299,2014,10,29,10,111,5,12,1025,NW,10.73,0,0
42300,2014,10,29,11,106,4,14,1025,cv,0.89,0,0
42301,2014,10,29,12,105,4,15,1024,cv,1.78,0,0
42302,2014,10,29,13,108,4,16,1024,cv,2.67,0,0
42303,2014,10,29,14,107,4,16,1023,cv,4.46,0,0
42304,2014,10,29,15,113,4,16,1023,cv,5.35,0,0
42305,2014,10,29,16,126,4,15,1023,SE,1.79,0,0
42306,2014,10,29,17,141,6,14,1023,NE,0.89,0,0
42307,2014,10,29,18,158,7,12,1023,SE,0.89,0,0
42308,2014,10,29,19,170,7,11,1023,SE,1.78,0,0
42309,2014,10,29,20,176,7,11,1023,SE,2.67,0,0
42310,2014,10,29,21,183,7,11,1023,SE,3.56,0,0
42311,2014,10,29,22,193,7,12,1024,cv,0.45,0,0
42312,2014,10,29,23,215,8,11,1024,SE,0.89,0,0
42313,2014,10,30,0,215,7,11,1023,SE,1.78,0,1
42314,2014,10,30,1,210,7,11,1023,SE,2.67,0,0
42315,2014,10,30,2,214,7,11,1023,SE,3.56,0,0
42316,2014,10,30,3,214,6,11,1023,cv,0.89,0,0
42317,2014,10,30,4,272,7,10,1022,NE,1.79,0,0
42318,2014,10,30,5,198,7,10,1022,NW,1.79,0,0
42319,2014,10,30,6,176,8,10,1022,cv,0.45,0,0
42320,2014,10,30,7,159,8,10,1023,cv,0.9,0,0
42321,2014,10,30,8,158,8,11,1024,cv,1.35,0,0
42322,2014,10,30,9,137,7,12,1024,NE,1.79,0,1
42323,2014,10,30,10,156,7,12,1024,NE,2.68,0,0
42324,2014,10,30,11,161,6,13,1024,cv,0.89,0,0
42325,2014,10,30,12,163,6,14,1023,cv,1.78,0,0
42326,2014,10,30,13,178,7,14,1022,NE,0.89,0,0
42327,2014,10,30,14,180,7,15,1022,cv,0.89,0,0
42328,2014,10,30,15,179,6,15,1021,SE,1.79,0,0
42329,2014,10,30,16,182,6,15,1021,cv,0.89,0,0
42330,2014,10,30,17,192,7,14,1021,cv,1.34,0,0
42331,2014,10,30,18,199,8,13,1022,cv,1.79,0,0
42332,2014,10,30,19,208,8,12,1022,cv,2.68,0,0
42333,2014,10,30,20,212,8,13,1022,NW,1.79,0,0
42334,2014,10,30,21,193,8,12,1023,cv,0.89,0,0
42335,2014,10,30,22,205,8,12,1023,cv,1.78,0,0
42336,2014,10,30,23,206,9,12,1023,cv,2.67,0,1
42337,2014,10,31,0,212,10,11,1022,NE,0.89,0,0
42338,2014,10,31,1,216,9,11,1022,cv,0.89,0,0
42339,2014,10,31,2,232,8,12,1022,NE,0.89,0,0
42340,2014,10,31,3,223,9,11,1022,NW,0.89,0,0
42341,2014,10,31,4,229,9,11,1021,SE,0.89,0,0
42342,2014,10,31,5,206,9,11,1021,NW,0.89,0,0
42343,2014,10,31,6,194,9,11,1021,cv,0.89,0,0
42344,2014,10,31,7,211,9,12,1021,NE,0.89,0,0
42345,2014,10,31,8,225,10,12,1022,NE,1.78,0,0
42346,2014,10,31,9,169,10,14,1022,cv,0.89,0,0
42347,2014,10,31,10,144,10,14,1022,cv,2.68,0,0
42348,2014,10,31,11,150,10,14,1021,cv,3.57,0,1
42349,2014,10,31,12,144,10,15,1021,SE,1.79,0,0
42350,2014,10,31,13,143,10,15,1020,SE,3.58,0,1
42351,2014,10,31,14,143,10,15,1019,SE,5.37,0,2
42352,2014,10,31,15,145,9,15,1019,SE,7.16,0,0
42353,2014,10,31,16,152,9,15,1019,SE,8.95,0,0
42354,2014,10,31,17,165,10,14,1018,cv,0.89,0,0
42355,2014,10,31,18,176,9,14,1019,cv,1.78,0,0
42356,2014,10,31,19,209,9,13,1019,cv,2.67,0,0
42357,2014,10,31,20,224,10,13,1019,cv,3.56,0,0
42358,2014,10,31,21,200,10,14,1020,SE,1.79,0,0
42359,2014,10,31,22,188,10,14,1020,SE,4.92,0,0
42360,2014,10,31,23,184,10,13,1019,SE,6.71,0,0
42361,2014,11,1,0,180,10,13,1019,NW,1.79,0,0
42362,2014,11,1,1,189,8,9,1019,cv,0.89,0,0
42363,2014,11,1,2,215,8,9,1019,cv,1.34,0,0
42364,2014,11,1,3,180,8,8,1019,NW,1.79,0,0
42365,2014,11,1,4,81,6,6,1019,cv,0.89,0,0
42366,2014,11,1,5,78,4,4,1019,NW,1.79,0,0
42367,2014,11,1,6,24,5,6,1019,NE,0.89,0,0
42368,2014,11,1,7,26,5,5,1020,cv,0.89,0,0
42369,2014,11,1,8,29,6,8,1020,cv,1.78,0,0
42370,2014,11,1,9,22,6,11,1020,cv,2.67,0,0
42371,2014,11,1,10,14,2,14,1021,NW,4.92,0,0
42372,2014,11,1,11,11,-2,15,1020,NW,12.97,0,0
42373,2014,11,1,12,12,-6,15,1020,NW,20.12,0,0
42374,2014,11,1,13,11,-6,15,1019,NW,25.93,0,0
42375,2014,11,1,14,13,-7,16,1018,NW,31.74,0,0
42376,2014,11,1,15,12,-7,16,1018,NW,37.55,0,0
42377,2014,11,1,16,9,-9,15,1018,NW,44.7,0,0
42378,2014,11,1,17,10,-8,15,1018,NW,50.51,0,0
42379,2014,11,1,18,10,-7,14,1018,NW,56.32,0,0
42380,2014,11,1,19,15,-6,14,1019,NW,61.24,0,0
42381,2014,11,1,20,18,-5,14,1019,NW,65.26,0,0
42382,2014,11,1,21,18,-5,13,1020,NW,69.28,0,0
42383,2014,11,1,22,14,-7,13,1021,NW,77.33,0,0
42384,2014,11,1,23,16,-8,12,1021,NW,88.51,0,0
42385,2014,11,2,0,10,-10,11,1022,NW,98.34,0,0
42386,2014,11,2,1,9,-10,10,1022,NW,106.39,0,0
42387,2014,11,2,2,6,-11,10,1022,NW,113.54,0,0
42388,2014,11,2,3,8,-12,9,1022,NW,120.69,0,0
42389,2014,11,2,4,6,-11,9,1022,NW,130.52,0,0
42390,2014,11,2,5,3,-11,9,1023,NW,138.57,0,0
42391,2014,11,2,6,2,-10,8,1023,NW,147.51,0,0
42392,2014,11,2,7,8,-9,9,1024,NW,153.32,0,0
42393,2014,11,2,8,8,-8,10,1025,NW,159.13,0,0
42394,2014,11,2,9,7,-9,11,1026,NW,164.05,0,0
42395,2014,11,2,10,6,-10,11,1025,NW,171.2,0,0
42396,2014,11,2,11,8,-10,12,1025,NW,177.01,0,0
42397,2014,11,2,12,6,-10,14,1024,NW,184.16,0,0
42398,2014,11,2,13,9,-12,14,1023,NW,193.99,0,0
42399,2014,11,2,14,8,-12,14,1022,NW,202.93,0,0
42400,2014,11,2,15,7,-12,15,1022,NW,210.08,0,0
42401,2014,11,2,16,10,-12,15,1022,NW,218.13,0,0
42402,2014,11,2,17,10,-12,14,1022,NW,223.94,0,0
42403,2014,11,2,18,11,-11,13,1022,NW,229.75,0,0
42404,2014,11,2,19,10,-11,12,1022,NW,234.67,0,0
42405,2014,11,2,20,7,-11,12,1022,NW,238.69,0,0
42406,2014,11,2,21,8,-7,8,1023,NW,240.48,0,0
42407,2014,11,2,22,7,-5,5,1022,cv,0.89,0,0
42408,2014,11,2,23,10,-4,5,1022,cv,1.78,0,0
42409,2014,11,3,0,17,-3,3,1022,cv,2.67,0,0
42410,2014,11,3,1,22,-3,3,1022,cv,3.12,0,0
42411,2014,11,3,2,28,-5,4,1022,cv,4.91,0,0
42412,2014,11,3,3,28,-3,3,1022,NE,0.89,0,0
42413,2014,11,3,4,26,-3,3,1022,cv,0.45,0,0
42414,2014,11,3,5,25,-4,1,1022,NW,3.13,0,0
42415,2014,11,3,6,20,-3,0,1022,cv,0.89,0,0
42416,2014,11,3,7,11,-3,0,1022,cv,1.78,0,0
42417,2014,11,3,8,28,-1,5,1023,SE,1.79,0,0
42418,2014,11,3,9,39,-4,10,1023,cv,0.89,0,0
42419,2014,11,3,10,38,-6,13,1022,NW,1.79,0,0
42420,2014,11,3,11,14,-5,15,1022,cv,1.79,0,0
42421,2014,11,3,12,11,-5,17,1021,cv,3.58,0,0
42422,2014,11,3,13,18,-7,18,1019,SE,3.13,0,0
42423,2014,11,3,14,8,-8,19,1018,SE,6.26,0,0
42424,2014,11,3,15,10,-8,20,1018,SE,9.39,0,0
42425,2014,11,3,16,10,-8,20,1018,SE,12.52,0,0
42426,2014,11,3,17,11,-8,20,1018,SE,15.65,0,0
42427,2014,11,3,18,23,-8,20,1018,SE,18.78,0,0
42428,2014,11,3,19,34,-5,14.66666667,1018,cv,0.89,0,0
42429,2014,11,3,20,40,1,9.333333333,1018,cv,1.78,0,0
42430,2014,11,3,21,43,0,4,1017,cv,2.67,0,0
42431,2014,11,3,22,48,0,4,1017,cv,3.56,0,0
42432,2014,11,3,23,57,0,4,1017,cv,4.45,0,0
42433,2014,11,4,0,61,0,4,1017,cv,5.34,0,0
42434,2014,11,4,1,60,0,4,1017,cv,6.23,0,0
42435,2014,11,4,2,68,-1,2,1017,NE,1.79,0,0
42436,2014,11,4,3,76,0,2,1016,NE,2.68,0,0
42437,2014,11,4,4,72,0,2,1016,cv,0.45,0,0
42438,2014,11,4,5,80,0,1,1016,cv,0.9,0,0
42439,2014,11,4,6,80,-1,1,1016,cv,1.79,0,0
42440,2014,11,4,7,66,0,1,1016,cv,2.68,0,0
42441,2014,11,4,8,64,1,3,1017,NE,0.89,0,0
42442,2014,11,4,9,85,0,7,1017,cv,0.89,0,0
42443,2014,11,4,10,96,-1,10,1017,SE,1.79,0,0
42444,2014,11,4,11,109,-1,11,1017,SE,3.58,0,0
42445,2014,11,4,12,118,0,13,1016,SE,5.37,0,0
42446,2014,11,4,13,141,-1,14,1015,SE,8.5,0,0
42447,2014,11,4,14,159,-1,15,1014,SE,12.52,0,0
42448,2014,11,4,15,153,0,15,1014,cv,3.13,0,0
42449,2014,11,4,16,153,0,15,1013,SE,4.02,0,0
42450,2014,11,4,17,152,1,12,1013,cv,0.45,0,0
42451,2014,11,4,18,157,3,8,1014,cv,1.34,0,0
42452,2014,11,4,19,159,3,7,1015,cv,2.23,0,0
42453,2014,11,4,20,196,3,6,1015,NE,0.89,0,0
42454,2014,11,4,21,208,3,5,1015,cv,0.89,0,0
42455,2014,11,4,22,215,2,5,1016,cv,1.78,0,0
42456,2014,11,4,23,255,2,4,1016,cv,2.67,0,0
42457,2014,11,5,0,239,1,4,1016,NW,3.13,0,0
42458,2014,11,5,1,232,1,4,1016,cv,0.89,0,0
42459,2014,11,5,2,210,2,3,1017,NE,1.79,0,0
42460,2014,11,5,3,184,0,3,1016,NW,4.02,0,0
42461,2014,11,5,4,174,0,4,1016,cv,0.89,0,0
42462,2014,11,5,5,164,-1,2,1016,NW,1.79,0,0
42463,2014,11,5,6,147,-1,3,1016,NW,4.92,0,0
42464,2014,11,5,7,98,-1,3,1017,NW,6.71,0,0
42465,2014,11,5,8,136,2,5,1018,NW,8.5,0,0
42466,2014,11,5,9,137,3,10,1018,NW,10.29,0,0
42467,2014,11,5,10,90,-2,14,1018,cv,0.89,0,0
42468,2014,11,5,11,14,-4,17,1018,NW,1.79,0,0
42469,2014,11,5,12,8,-8,19,1017,NW,7.6,0,0
42470,2014,11,5,13,8,-8,20,1016,NW,14.75,0,0
42471,2014,11,5,14,11,-9,20,1016,NW,22.8,0,0
42472,2014,11,5,15,9,-8,20,1016,NW,29.95,0,0
42473,2014,11,5,16,6,-8,20,1016,NW,37.1,0,0
42474,2014,11,5,17,6,-8,19,1016,NW,41.12,0,0
42475,2014,11,5,18,10,-8,18,1017,NW,46.93,0,0
42476,2014,11,5,19,10,-5,15,1019,NW,50.95,0,0
42477,2014,11,5,20,7,-7,13,1020,NE,4.02,0,0
42478,2014,11,5,21,6,-7,14,1022,NW,4.92,0,0
42479,2014,11,5,22,5,-6,10,1023,NW,8.05,0,0
42480,2014,11,5,23,6,-7,7,1024,NE,1.79,0,0
42481,2014,11,6,0,4,-7,7,1025,NW,4.02,0,0
42482,2014,11,6,1,5,-7,5,1025,NW,8.04,0,0
42483,2014,11,6,2,4,-8,7,1026,NW,9.83,0,0
42484,2014,11,6,3,3,-7,4,1026,NW,11.62,0,0
42485,2014,11,6,4,8,-7,5,1027,NE,3.13,0,0
42486,2014,11,6,5,9,-8,7,1028,NE,4.92,0,0
42487,2014,11,6,6,7,-8,7,1029,NE,8.94,0,0
42488,2014,11,6,7,7,-7,6,1029,NE,13.86,0,0
42489,2014,11,6,8,9,-6,8,1031,NE,18.78,0,0
42490,2014,11,6,9,11,-8,9,1032,NE,24.59,0,0
42491,2014,11,6,10,NA,-8,9,1032,NE,29.51,0,0
42492,2014,11,6,11,9,-9,10,1032,NE,35.32,0,0
42493,2014,11,6,12,7,-12,10,1031,NE,41.13,0,0
42494,2014,11,6,13,4,-14,11,1030,NE,46.05,0,0
42495,2014,11,6,14,3,-16,11,1029,NE,51.86,0,0
42496,2014,11,6,15,4,-15,12,1029,NE,55.88,0,0
42497,2014,11,6,16,7,-17,12,1029,NE,59.01,0,0
42498,2014,11,6,17,6,-13,9,1030,NE,59.9,0,0
42499,2014,11,6,18,6,-8,5,1030,cv,0.89,0,0
42500,2014,11,6,19,33,-7,5,1031,cv,1.78,0,0
42501,2014,11,6,20,40,-5,4,1031,cv,2.67,0,0
42502,2014,11,6,21,40,-4,4,1032,SE,0.89,0,0
42503,2014,11,6,22,48,-5,2,1033,cv,0.89,0,0
42504,2014,11,6,23,44,-3,2,1033,SE,0.89,0,0
42505,2014,11,7,0,41,-3,2,1033,SE,1.78,0,0
42506,2014,11,7,1,44,-4,2,1033,cv,0.89,0,0
42507,2014,11,7,2,45,-5,3,1032,cv,1.78,0,0
42508,2014,11,7,3,79,-5,0,1032,cv,2.67,0,0
42509,2014,11,7,4,76,-4,1,1032,cv,3.56,0,0
42510,2014,11,7,5,79,-3,0,1032,SE,0.89,0,0
42511,2014,11,7,6,90,-4,0,1032,NW,0.89,0,0
42512,2014,11,7,7,73,-4,1,1033,NW,1.78,0,0
42513,2014,11,7,8,70,-4,1,1033,NE,0.89,0,0
42514,2014,11,7,9,66,-6,5,1034,cv,0.89,0,0
42515,2014,11,7,10,59,-7,6,1034,cv,1.78,0,0
42516,2014,11,7,11,62,-7,7,1033,cv,2.67,0,0
42517,2014,11,7,12,60,-6,8,1033,cv,3.56,0,0
42518,2014,11,7,13,41,-5,8,1032,cv,4.45,0,0
42519,2014,11,7,14,38,-6,9,1031,cv,5.34,0,0
42520,2014,11,7,15,33,-5,9,1030,NE,1.79,0,0
42521,2014,11,7,16,18,-4,9,1030,cv,0.89,0,0
42522,2014,11,7,17,28,-4,8,1030,cv,1.78,0,0
42523,2014,11,7,18,46,-3,5,1030,cv,2.67,0,0
42524,2014,11,7,19,51,-4,8,1030,SE,3.13,0,0
42525,2014,11,7,20,57,-3,8,1030,SE,4.92,0,0
42526,2014,11,7,21,37,-1,7,1031,cv,1.79,0,0
42527,2014,11,7,22,35,0,3,1031,cv,2.68,0,0
42528,2014,11,7,23,41,-1,2,1030,SE,0.89,0,0
42529,2014,11,8,0,46,-1,1,1030,cv,0.89,0,0
42530,2014,11,8,1,56,-2,-1,1030,NW,1.79,0,0
42531,2014,11,8,2,69,-3,-1,1030,NW,3.58,0,0
42532,2014,11,8,3,79,-1,0,1029,cv,0.89,0,0
42533,2014,11,8,4,76,-2,0,1029,NW,0.89,0,0
42534,2014,11,8,5,65,-2,-1,1029,NW,2.68,0,0
42535,2014,11,8,6,69,-5,-2,1029,NW,5.81,0,0
42536,2014,11,8,7,74,-4,0,1029,NW,7.6,0,0
42537,2014,11,8,8,79,-2,3,1030,NW,10.73,0,0
42538,2014,11,8,9,78,-2,5,1030,NW,13.86,0,0
42539,2014,11,8,10,87,-3,8,1029,NW,15.65,0,0
42540,2014,11,8,11,82,-2,9,1029,NW,17.44,0,0
42541,2014,11,8,12,74,-2,11,1028,cv,1.79,0,0
42542,2014,11,8,13,77,-4,11,1027,cv,2.68,0,0
42543,2014,11,8,14,84,-2,12,1026,SE,1.79,0,0
42544,2014,11,8,15,87,-2,13,1025,SE,3.58,0,0
42545,2014,11,8,16,91,-2,12,1025,SE,7.6,0,0
42546,2014,11,8,17,77,-2,11,1025,SE,10.73,0,0
42547,2014,11,8,18,74,-1,11,1025,cv,1.79,0,0
42548,2014,11,8,19,84,-1,6,1026,cv,2.68,0,0
42549,2014,11,8,20,89,-1,3,1026,cv,3.57,0,0
42550,2014,11,8,21,94,0,2,1027,NE,0.89,0,0
42551,2014,11,8,22,92,-1,2,1027,SE,0.89,0,0
42552,2014,11,8,23,97,0,1,1027,cv,0.45,0,0
42553,2014,11,9,0,92,-2,0,1027,NW,1.79,0,0
42554,2014,11,9,1,98,-2,-1,1028,NW,3.58,0,0
42555,2014,11,9,2,116,-1,0,1027,cv,0.89,0,0
42556,2014,11,9,3,113,-2,-1,1027,NW,1.79,0,0
42557,2014,11,9,4,101,-4,-2,1027,NW,3.58,0,0
42558,2014,11,9,5,87,-4,-1,1027,NW,7.6,0,0
42559,2014,11,9,6,54,-4,-1,1027,NW,9.39,0,0
42560,2014,11,9,7,50,-5,-1,1027,NW,12.52,0,0
42561,2014,11,9,8,42,-4,3,1027,NW,16.54,0,0
42562,2014,11,9,9,38,-3,8,1028,NW,19.67,0,0
42563,2014,11,9,10,38,-7,11,1027,NW,22.8,0,0
42564,2014,11,9,11,39,-9,12,1027,NW,24.59,0,0
42565,2014,11,9,12,33,-9,14,1025,cv,1.79,0,0
42566,2014,11,9,13,34,-8,16,1024,NW,1.79,0,0
42567,2014,11,9,14,40,-7,16,1023,SE,3.13,0,0
42568,2014,11,9,15,48,-5,16,1023,SE,6.26,0,0
42569,2014,11,9,16,45,-5,15,1023,SE,9.39,0,0
42570,2014,11,9,17,39,-4,15,1023,SE,11.18,0,0
42571,2014,11,9,18,44,-3,9,1023,SE,12.97,0,0
42572,2014,11,9,19,57,-1,6,1023,cv,0.89,0,0
42573,2014,11,9,20,77,0,5,1024,cv,1.78,0,0
42574,2014,11,9,21,76,-1,3,1024,cv,2.67,0,0
42575,2014,11,9,22,98,-1,3,1024,cv,3.12,0,0
42576,2014,11,9,23,101,-2,1,1024,NE,0.89,0,0
42577,2014,11,10,0,104,-1,2,1024,NE,1.78,0,0
42578,2014,11,10,1,106,-1,1,1024,cv,0.89,0,0
42579,2014,11,10,2,108,-2,-1,1024,NW,1.79,0,0
42580,2014,11,10,3,98,-4,2,1023,NW,3.58,0,0
42581,2014,11,10,4,79,-5,1,1023,NW,5.37,0,0
42582,2014,11,10,5,44,-6,1,1023,NW,7.16,0,0
42583,2014,11,10,6,33,-6,-1,1023,NW,8.95,0,0
42584,2014,11,10,7,45,-6,-1,1023,NW,10.74,0,0
42585,2014,11,10,8,53,-4,5,1024,NW,12.53,0,0
42586,2014,11,10,9,47,-5,8,1024,NW,14.32,0,0
42587,2014,11,10,10,42,-6,10,1023,NW,16.11,0,0
42588,2014,11,10,11,34,-7,12,1023,cv,0.89,0,0
42589,2014,11,10,12,38,-8,14,1022,cv,1.78,0,0
42590,2014,11,10,13,41,-5,15,1021,SE,1.79,0,0
42591,2014,11,10,14,56,-6,15,1020,SE,4.92,0,0
42592,2014,11,10,15,59,-6,15,1019,SE,8.05,0,0
42593,2014,11,10,16,68,-6,15,1019,SE,11.18,0,0
42594,2014,11,10,17,79,-4,13,1019,cv,0.45,0,0
42595,2014,11,10,18,79,-2,9,1019,cv,1.34,0,0
42596,2014,11,10,19,111,-1,12,1020,SE,4.02,0,0
42597,2014,11,10,20,147,1,9,1019,SE,5.81,0,0
42598,2014,11,10,21,153,0,5,1019,cv,0.89,0,0
42599,2014,11,10,22,145,0,4,1019,cv,1.78,0,0
42600,2014,11,10,23,143,1,4,1019,cv,2.67,0,0
42601,2014,11,11,0,144,1,2,1019,cv,3.12,0,0
42602,2014,11,11,1,200,0,2,1019,cv,4.01,0,0
42603,2014,11,11,2,239,0,1,1018,cv,4.9,0,0
42604,2014,11,11,3,185,-1,2,1018,cv,5.79,0,0
42605,2014,11,11,4,163,0,2,1018,cv,6.68,0,0
42606,2014,11,11,5,28,-2,7,1017,NW,3.13,0,0
42607,2014,11,11,6,12,-2,5,1018,NW,4.92,0,0
42608,2014,11,11,7,9,-7,11,1018,NW,12.97,0,0
42609,2014,11,11,8,9,-7,11,1018,NW,18.78,0,0
42610,2014,11,11,9,11,-7,11,1018,NW,25.93,0,0
42611,2014,11,11,10,15,-8,12,1018,NW,33.98,0,0
42612,2014,11,11,11,13,-7,13,1018,NW,42.03,0,0
42613,2014,11,11,12,14,-7,14,1018,NW,53.21,0,0
42614,2014,11,11,13,17,-5,13,1017,NW,63.04,0,0
42615,2014,11,11,14,18,-6,12,1018,NW,71.98,0,0
42616,2014,11,11,15,16,-7,12,1018,NW,80.92,0,0
42617,2014,11,11,16,11,-8,12,1018,NW,90.75,0,0
